"Anatomical Structures, Cell Types and Biomarkers (ASCT+B) Tables to 3D Reference Object Library Mapping v1.2",,,,,,
,,,,,,
Author Name(s):,"Ellen M. Quardokus;  Heidi Schlehlein; Bruce Herr, II; Katy Borner",,,,,
Author ORCID(s):,"0000-0001-7655-4833; 0000-0002-3333-5646;  0000-0002-8977-498X, 0000-0002-6703-7647, 0000-0002-3321-6137",,,,,
Reviewer(s):,,,,,,
Reviewer ORCID(s):,,,,,,
General Publication(s):,"Börner, Katy, Sarah A. Teichmann, Ellen M. Quardokus, James C. Gee, Kristen Browne, David Osumi-Sutherland, Bruce W. Herr, et al. 2021. “Anatomical Structures, Cell Types and Biomarkers of the Human Reference Atlas.” Nature Cell Biology 23 (11): 1117–28. https://doi.org/10.1038/s41556-021-00788-6.",,,,,
Data DOI:,https://doi.org/10.48539/HBM858.DNFV.736,,,,,
Date:,5/6/2022,,,,,
Version Number:,v1.2,,,,,
anatomical_structure_of,source_spatial_entity,node_name,label,OntologyID,representation_of,glb file of single organs
#VHFGallbladderDucts,#VHFemaleOrgans,VH_F_ducts_of_gallbladder,-,-,-,VH_F_Biliary_Tree
#VHFGallbladderDucts,#VHFemaleOrgans,VH_F_cystic_duct,cystic duct,UBERON:0001152,http://purl.obolibrary.org/obo/UBERON_0001152,VH_F_Biliary_Tree
#VHFLiver,#VHFemaleOrgans,VH_F_liver,liver,UBERON:0002107,http://purl.obolibrary.org/obo/UBERON_0002107,VH_F_Liver
#VHFLiver,#VHFemaleOrgans,VH_F_gastric_impression_of_liver,gastric impression of liver,FMA:14487,http://purl.obolibrary.org/obo/FMA_14487,VH_F_Liver
#VHFLiver,#VHFemaleOrgans,VH_F_suprarenal_impression_of_liver,Suprarenal impression of liver,FMA:14489,http://purl.obolibrary.org/obo/FMA_14489,VH_F_Liver
#VHFLiver,#VHFemaleOrgans,VH_F_renal_impression_of_liver,renal impression of liver,FMA:14488,http://purl.obolibrary.org/obo/FMA_14488,VH_F_Liver
#VHFLiver,#VHFemaleOrgans,VH_F_duodenal_impression_of_liver,duodenal impression of liver,FMA:14485,http://purl.obolibrary.org/obo/FMA_14485,VH_F_Liver
#VHFLiver,#VHFemaleOrgans,VH_F_esophageal_impression_of_liver,esophageal impression of liver,FMA:14486,http://purl.obolibrary.org/obo/FMA_14486,VH_F_Liver
#VHFLiver,#VHFemaleOrgans,VH_F_porta_hepatis,porta hepatis,FMA:15758,http://purl.obolibrary.org/obo/FMA_15758,VH_F_Liver
#VHFLiver,#VHFemaleOrgans,VH_F_colic_impression_of_liver,colic impression of liver,FMA:14484,http://purl.obolibrary.org/obo/FMA_14484,VH_F_Liver
#VHFLiver,#VHFemaleOrgans,VH_F_capsule_of_the_liver,capsule of the liver,UBERON:0016479,http://purl.obolibrary.org/obo/UBERON_0016479,VH_F_Liver
#VHFLiver,#VHFemaleOrgans,VH_F_bare_area_of_liver,bare area of liver,UBERON:0001149,http://purl.obolibrary.org/obo/UBERON_0001149,VH_F_Liver
#VHFLiver,#VHFemaleOrgans,VH_F_diaphragmatic_surface_of_liver,diaphragmatic surface of liver,FMA:15729,http://purl.obolibrary.org/obo/FMA_15729,VH_F_Liver
-,#VHFemaleOrgans,VH_F_couinaud_liver_segment,-,-,-,VH_F_Liver
#VHFLiver,#VHFemaleOrgans,VH_F_left_lobe_of_liver,left lobe of liver,UBERON:0001115,http://purl.obolibrary.org/obo/UBERON_0001115,VH_F_Liver
#VHFLiver,#VHFemaleOrgans,VH_F_liver_left_lateral_lobe,liver left lateral lobe,UBERON:0006727,http://purl.obolibrary.org/obo/UBERON_0006727,VH_F_Liver
-,#VHFemaleOrgans,VH_F_left_anterolateral_segment,-,-,-,VH_F_Liver
-,#VHFemaleOrgans,VH_F_left_superomedial_segment,-,-,-,VH_F_Liver
#VHFLiver,#VHFemaleOrgans,VH_F_liver_left_medial_lobe,liver left medial lobe,UBERON:0006728,http://purl.obolibrary.org/obo/UBERON_0006728,VH_F_Liver
-,#VHFemaleOrgans,VH_F_left_superomedial_segment1,-,-,-,VH_F_Liver
-,#VHFemaleOrgans,VH_F_left_inferomedial_segment,-,-,-,VH_F_Liver
#VHFLiver,#VHFemaleOrgans,VH_F_quadrate_lobe,quadrate lobe of liver,UBERON:0001116,http://purl.obolibrary.org/obo/UBERON_0001116,VH_F_Liver
#VHFLiver,#VHFemaleOrgans,VH_F_right_lobe_of_liver,right lobe of liver,UBERON:0001114,http://purl.obolibrary.org/obo/UBERON_0001114,VH_F_Liver
-,#VHFemaleOrgans,VH_F_right_anterosuperior_segment,-,-,-,VH_F_Liver
-,#VHFemaleOrgans,VH_F_right_posteroinferior_segment,-,-,-,VH_F_Liver
-,#VHFemaleOrgans,VH_F_right_posterosuperior_segment,-,-,-,VH_F_Liver
-,#VHFemaleOrgans,VH_F_right_anteroinferior_segment,-,-,-,VH_F_Liver
#VHFLiver,#VHFemaleOrgans,VH_F_caudate_lobe,caudate lobe of liver,UBERON:0001117,http://purl.obolibrary.org/obo/UBERON_0001117,VH_F_Liver
#VHFLiver,#VHFemaleOrgans,VH_F_ligament_of_liver,-,-,-,VH_F_Liver
#VHFLiver,#VHFemaleOrgans,VH_F_coronary_ligament_of_liver,coronary ligament of liver,UBERON:0013138,http://purl.obolibrary.org/obo/UBERON_0013138,VH_F_Liver
#VHFLiver,#VHFemaleOrgans,VH_F_falciform_ligament,falciform ligament,UBERON:0001247,http://purl.obolibrary.org/obo/UBERON_0001247,VH_F_Liver
#VHFLiver,#VHFemaleOrgans,VH_F_triangular_ligament_of_liver,triangular ligament of liver,UBERON:0035444,http://purl.obolibrary.org/obo/UBERON_0035444,VH_F_Liver
#VHFLiver,#VHFemaleOrgans,VH_F_ligamentum_venosum,ligamentum venosum,UBERON:0006587,http://purl.obolibrary.org/obo/UBERON_0006587,VH_F_Liver
#VHFLiver,#VHFemaleOrgans,VH_F_round_ligament_of_liver,round ligament of liver,UBERON:0006588,http://purl.obolibrary.org/obo/UBERON_0006588,VH_F_Liver
#VHFLiver,#VHFemaleOrgans,VH_F_hepataduodenal_ligament,hepatoduodenal ligament,UBERON:0012472,http://purl.obolibrary.org/obo/UBERON_0012472,VH_F_Liver
#VHFPancreas,#VHFemaleOrgans,VH_F_pancreas,Pancreas,UBERON:0001264,http://purl.obolibrary.org/obo/UBERON_0001264,VH_F_Pancreas
#VHFPancreas,#VHFemaleOrgans,VH_F_tail_of_pancreas,tail of pancreas,UBERON:0001151,http://purl.obolibrary.org/obo/UBERON_0001151,VH_F_Pancreas
#VHFPancreas,#VHFemaleOrgans,VH_F_body_of_pancreas,body of pancreas,UBERON:0001150,http://purl.obolibrary.org/obo/UBERON_0001150,VH_F_Pancreas
#VHFPancreas,#VHFemaleOrgans,VH_F_uncinate_process,uncinate process of pancreas,UBERON:0010373,http://purl.obolibrary.org/obo/UBERON_0010373,VH_F_Pancreas
#VHFPancreas,#VHFemaleOrgans,VH_F_head_of_pancreas,head of pancreas,UBERON:0001069,http://purl.obolibrary.org/obo/UBERON_0001069,VH_F_Pancreas
#VHFPancreas,#VHFemaleOrgans,VH_F_neck_of_pancreas,Neck of pancreas,FMA:14517,http://purl.obolibrary.org/obo/FMA_14517,VH_F_Pancreas
-,-,VH_F_gallbladder_,-,-,-,-
#VHFGallbladder,#VHFemaleOrgans,VH_F_gallbladder,gallbladder,UBERON:0002110,http://purl.obolibrary.org/obo/UBERON_0002110,VH_F_Gallbladder
-,#VHFemaleOrgans,VH_F_urinary_system,renal system,UBERON:0001008,http://purl.obolibrary.org/obo/UBERON_0001008,VH_F_United
-,#VHFemaleOrgans,VH_F_upper_urinary_tract,-,-,-,-
-,#VHFemaleOrgans,VH_F_kidney,kidney,UBERON:0002113,http://purl.obolibrary.org/obo/UBERON_0002113,VH_F_United
#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_left_kidney,left kidney,UBERON:0004538,http://purl.obolibrary.org/obo/UBERON_0004538,VH_F_Kidney_L
#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_kidney_capsule_L,kidney capsule,UBERON:0002015,http://purl.obolibrary.org/obo/UBERON_0002015,VH_F_Kidney_L
#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_hilum_of_kidney_L,hilum of kidney,UBERON:0008716,http://purl.obolibrary.org/obo/UBERON_0008716,VH_F_Kidney_L
#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_medulla_L,renal medulla,UBERON:0000362,http://purl.obolibrary.org/obo/UBERON_0000362,VH_F_Kidney_L
#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_L,renal papilla,UBERON:0001228,http://purl.obolibrary.org/obo/UBERON_0001228,VH_F_Kidney_L
#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_L_a,renal papilla,UBERON:0001228,http://purl.obolibrary.org/obo/UBERON_0001228,VH_F_Kidney_L
#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_L_b,renal papilla,UBERON:0001228,http://purl.obolibrary.org/obo/UBERON_0001228,VH_F_Kidney_L
#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_L_c,renal papilla,UBERON:0001228,http://purl.obolibrary.org/obo/UBERON_0001228,VH_F_Kidney_L
#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_L_d,renal papilla,UBERON:0001228,http://purl.obolibrary.org/obo/UBERON_0001228,VH_F_Kidney_L
#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_L_e,renal papilla,UBERON:0001228,http://purl.obolibrary.org/obo/UBERON_0001228,VH_F_Kidney_L
#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_L_f,renal papilla,UBERON:0001228,http://purl.obolibrary.org/obo/UBERON_0001228,VH_F_Kidney_L
#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_L_g,renal papilla,UBERON:0001228,http://purl.obolibrary.org/obo/UBERON_0001228,VH_F_Kidney_L
#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_L_h,renal papilla,UBERON:0001228,http://purl.obolibrary.org/obo/UBERON_0001228,VH_F_Kidney_L
#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_L_i,renal papilla,UBERON:0001228,http://purl.obolibrary.org/obo/UBERON_0001228,VH_F_Kidney_L
#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_L_j,renal papilla,UBERON:0001228,http://purl.obolibrary.org/obo/UBERON_0001228,VH_F_Kidney_L
#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_L_k,renal papilla,UBERON:0001228,http://purl.obolibrary.org/obo/UBERON_0001228,VH_F_Kidney_L
#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_pyramid_L,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,VH_F_Kidney_L
#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_pyramid_L_a,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,VH_F_Kidney_L
#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_pyramid_L_b,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,VH_F_Kidney_L
#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_pyramid_L_c,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,VH_F_Kidney_L
#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_pyramid_L_d,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,VH_F_Kidney_L
#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_pyramid_L_e,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,VH_F_Kidney_L
#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_pyramid_L_f,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,VH_F_Kidney_L
#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_pyramid_L_g,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,VH_F_Kidney_L
#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_pyramid_L_h,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,VH_F_Kidney_L
#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_pyramid_L_i,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,VH_F_Kidney_L
#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_pyramid_L_j,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,VH_F_Kidney_L
#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_pyramid_L_k,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,VH_F_Kidney_L
#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_cortex_of_kidney_L,cortex of kidney,UBERON:0001225,http://purl.obolibrary.org/obo/UBERON_0001225,VH_F_Kidney_L
#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_renal_column_L,renal column,UBERON:0001284,http://purl.obolibrary.org/obo/UBERON_0001284,VH_F_Kidney_L
#VHFLeftKidneyV1.1,#VHFemaleOrgans,VH_F_outer_cortex_of_kidney_L,outer cortex of kidney,UBERON:0002189,http://purl.obolibrary.org/obo/UBERON_0002189,VH_F_Kidney_L
#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_right_kidney,right kidney,UBERON:0004539,http://purl.obolibrary.org/obo/UBERON_0004539,VH_F_Kidney_R
#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_kidney_capsule_R,kidney capsule,UBERON:0002015,http://purl.obolibrary.org/obo/UBERON_0002015,VH_F_Kidney_R
#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_hilum_of_kidney_R,hilum of kidney,UBERON:0008716,http://purl.obolibrary.org/obo/UBERON_0008716,VH_F_Kidney_R
#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_cortex_of_kidney_R,cortex of kidney,UBERON:0001225,http://purl.obolibrary.org/obo/UBERON_0001225,VH_F_Kidney_R
#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_outer_cortex_of_kidney_R,outer cortex of kidney,UBERON:0002189,http://purl.obolibrary.org/obo/UBERON_0002189,VH_F_Kidney_R
#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_column_R,renal column,UBERON:0001284,http://purl.obolibrary.org/obo/UBERON_0001284,VH_F_Kidney_R
#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_medulla_R,renal medulla,UBERON:0000362,http://purl.obolibrary.org/obo/UBERON_0000362,VH_F_Kidney_R
#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_R,renal papilla,UBERON:0001228,http://purl.obolibrary.org/obo/UBERON_0001228,VH_F_Kidney_R
#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_R_a,renal papilla,UBERON:0001228,http://purl.obolibrary.org/obo/UBERON_0001228,VH_F_Kidney_R
#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_R_b,renal papilla,UBERON:0001228,http://purl.obolibrary.org/obo/UBERON_0001228,VH_F_Kidney_R
#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_R_c,renal papilla,UBERON:0001228,http://purl.obolibrary.org/obo/UBERON_0001228,VH_F_Kidney_R
#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_R_d,renal papilla,UBERON:0001228,http://purl.obolibrary.org/obo/UBERON_0001228,VH_F_Kidney_R
#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_R_e,renal papilla,UBERON:0001228,http://purl.obolibrary.org/obo/UBERON_0001228,VH_F_Kidney_R
#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_R_f,renal papilla,UBERON:0001228,http://purl.obolibrary.org/obo/UBERON_0001228,VH_F_Kidney_R
#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_R_g,renal papilla,UBERON:0001228,http://purl.obolibrary.org/obo/UBERON_0001228,VH_F_Kidney_R
#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_R_h,renal papilla,UBERON:0001228,http://purl.obolibrary.org/obo/UBERON_0001228,VH_F_Kidney_R
#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_R_i,renal papilla,UBERON:0001228,http://purl.obolibrary.org/obo/UBERON_0001228,VH_F_Kidney_R
#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_papilla_R_j,renal papilla,UBERON:0001228,http://purl.obolibrary.org/obo/UBERON_0001228,VH_F_Kidney_R
#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_pyramid_R,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,VH_F_Kidney_R
#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_pyramid_R_a,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,VH_F_Kidney_R
#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_pyramid_R_b,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,VH_F_Kidney_R
#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_pyramid_R_c,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,VH_F_Kidney_R
#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_pyramid_R_d,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,VH_F_Kidney_R
#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_pyramid_R_e,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,VH_F_Kidney_R
#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_pyramid_R_f,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,VH_F_Kidney_R
#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_pyramid_R_g,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,VH_F_Kidney_R
#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_pyramid_R_h,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,VH_F_Kidney_R
#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_pyramid_R_i,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,VH_F_Kidney_R
#VHFRightKidneyV1.1,#VHFemaleOrgans,VH_F_renal_pyramid_R_j,renal pyramid,UBERON:0004200,http://purl.obolibrary.org/obo/UBERON_0004200,VH_F_Kidney_R
-,#VHFemaleOrgans,VH_F_renal_pelvis_ureter,-,-,-,-
-,#VHFemaleOrgans,VH_F_renal_pelvis_ureter_R,-,-,-,-
-,#VHFemaleOrgans,VH_F_renal_calyx_R,kidney calyx,UBERON:0006517,http://purl.obolibrary.org/obo/UBERON_0006517,VH_F_Ureter_R
-,#VHFemaleOrgans,VH_F_minor_calyx_R,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,VH_F_Ureter_R
-,#VHFemaleOrgans,VH_F_minor_calyx_R_a,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,VH_F_Ureter_R
-,#VHFemaleOrgans,VH_F_minor_calyx_R_b,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,VH_F_Ureter_R
-,#VHFemaleOrgans,VH_F_minor_calyx_R_c,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,VH_F_Ureter_R
-,#VHFemaleOrgans,VH_F_minor_calyx_R_d,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,VH_F_Ureter_R
-,#VHFemaleOrgans,VH_F_minor_calyx_R_e,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,VH_F_Ureter_R
-,#VHFemaleOrgans,VH_F_minor_calyx_R_f,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,VH_F_Ureter_R
-,#VHFemaleOrgans,VH_F_minor_calyx_R_g,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,VH_F_Ureter_R
-,#VHFemaleOrgans,VH_F_minor_calyx_R_h,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,VH_F_Ureter_R
-,#VHFemaleOrgans,VH_F_minor_calyx_R_i,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,VH_F_Ureter_R
-,#VHFemaleOrgans,VH_F_minor_calyx_R_j,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,VH_F_Ureter_R
-,#VHFemaleOrgans,VH_F_major_calyx_R,major calyx,UBERON:0001226,http://purl.obolibrary.org/obo/UBERON_0001226,VH_F_Ureter_R
-,#VHFemaleOrgans,VH_F_major_calyx_R_a,major calyx,UBERON:0001226,http://purl.obolibrary.org/obo/UBERON_0001226,VH_F_Ureter_R
-,#VHFemaleOrgans,VH_F_major_calyx_R_b,major calyx,UBERON:0001226,http://purl.obolibrary.org/obo/UBERON_0001226,VH_F_Ureter_R
-,#VHFemaleOrgans,VH_F_major_calyx_R_c,major calyx,UBERON:0001226,http://purl.obolibrary.org/obo/UBERON_0001226,VH_F_Ureter_R
-,#VHFemaleOrgans,VH_F_renal_pelvis_R,renal pelvis,UBERON:0001224,http://purl.obolibrary.org/obo/UBERON_0001224,VH_F_Ureter_R
#VHFRightUreter,#VHFemaleOrgans,VH_F_right_ureter,right ureter,UBERON:0001222,http://purl.obolibrary.org/obo/UBERON_0001222,VH_F_Ureter_R
-,-,VH_F_renal_pelvis_ureter_L,-,-,-,-
-,#VHFemaleOrgans,VH_F_kidney_calyx_L,kidney calyx,UBERON:0006517,http://purl.obolibrary.org/obo/UBERON_0006517,VH_F_Ureter_L
-,#VHFemaleOrgans,VH_F_minor_calyx_L,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,VH_F_Ureter_L
-,#VHFemaleOrgans,VH_F_minor_calyx_L_a,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,VH_F_Ureter_L
-,#VHFemaleOrgans,VH_F_minor_calyx_L_b,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,VH_F_Ureter_L
-,#VHFemaleOrgans,VH_F_minor_calyx_L_c,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,VH_F_Ureter_L
-,#VHFemaleOrgans,VH_F_minor_calyx_L_d,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,VH_F_Ureter_L
-,#VHFemaleOrgans,VH_F_minor_calyx_L_e,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,VH_F_Ureter_L
-,#VHFemaleOrgans,VH_F_minor_calyx_L_f,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,VH_F_Ureter_L
-,#VHFemaleOrgans,VH_F_minor_calyx_L_g,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,VH_F_Ureter_L
-,#VHFemaleOrgans,VH_F_minor_calyx_L_h,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,VH_F_Ureter_L
-,#VHFemaleOrgans,VH_F_minor_calyx_L_i,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,VH_F_Ureter_L
-,#VHFemaleOrgans,VH_F_minor_calyx_L_j,minor calyx,UBERON:0001227,http://purl.obolibrary.org/obo/UBERON_0001227,VH_F_Ureter_L
-,#VHFemaleOrgans,VH_F_major_calyx_L,major calyx,UBERON:0001226,http://purl.obolibrary.org/obo/UBERON_0001226,VH_F_Ureter_L
-,#VHFemaleOrgans,VH_F_major_calyx_L_a,major calyx,UBERON:0001226,http://purl.obolibrary.org/obo/UBERON_0001226,VH_F_Ureter_L
-,#VHFemaleOrgans,VH_F_major_calyx_L_b,major calyx,UBERON:0001226,http://purl.obolibrary.org/obo/UBERON_0001226,VH_F_Ureter_L
-,#VHFemaleOrgans,VH_F_major_calyx_L_c,major calyx,UBERON:0001226,http://purl.obolibrary.org/obo/UBERON_0001226,VH_F_Ureter_L
-,#VHFemaleOrgans,VH_F_major_calyx_L_d,major calyx,UBERON:0001226,http://purl.obolibrary.org/obo/UBERON_0001226,VH_F_Ureter_L
-,#VHFemaleOrgans,VH_F_renal_pelvis_L,renal pelvis,UBERON:0001224,http://purl.obolibrary.org/obo/UBERON_0001224,VH_F_Ureter_L
#VHFLeftUreter,#VHFemaleOrgans,VH_F_left_ureter,left ureter,UBERON:0001223,http://purl.obolibrary.org/obo/UBERON_0001223,VH_F_Ureter_L
#VHFUrinaryBladder,#VHFemaleOrgans,VH_F_urinary_bladder,urinary bladder,UBERON:0001255,http://purl.obolibrary.org/obo/UBERON_0001255,VH_F_Urinary_Bladder
#VHFUrinaryBladder,#VHFemaleOrgans,VH_F_fundus_of_urinary_bladder_dome,fundus of urinary bladder,UBERON:0006082,http://purl.obolibrary.org/obo/UBERON_0006082,VH_F_Urinary_Bladder
#VHFUrinaryBladder,#VHFemaleOrgans,VH_F_urinary_bladder_neck_smooth_muscle,urinary bladder neck smooth muscle,UBERON:0004230,http://purl.obolibrary.org/obo/UBERON_0004230,VH_F_Urinary_Bladder
#VHFUrinaryBladder,#VHFemaleOrgans,VH_F_fundus_of_urinary_bladder_base,fundus of urinary bladder,UBERON:0006082,http://purl.obolibrary.org/obo/UBERON_0006082,VH_F_Urinary_Bladder
#VHFUrinaryBladder,#VHFemaleOrgans,VH_F_trigone_of_urinary_bladder,trigone of urinary bladder,UBERON:0001257,http://purl.obolibrary.org/obo/UBERON_0001257,VH_F_Urinary_Bladder
#VHFUrinaryBladder,#VHFemaleOrgans,VH_F_ureteral_orifice,-,-,-,VH_F_Urinary_Bladder
#VHFUrinaryBladder,#VHFemaleOrgans,VH_F_ureteral_orifice_R,Right ureteral orifice,FMA:15939,http://purl.obolibrary.org/obo/FMA_15939,VH_F_Urinary_Bladder
#VHFUrinaryBladder,#VHFemaleOrgans,VH_F_ureteral_orifice_L,Left ureteral orifice,FMA:15940,http://purl.obolibrary.org/obo/FMA_15940,VH_F_Urinary_Bladder
-,#VHFemaleOrgans,VH_F_circulatory_system,circulatory system,UBERON:0001009,http://purl.obolibrary.org/obo/UBERON_0001009,VH_M_United
#VHFHeartV1.1,#VHFemaleOrgans,VH_F_heart,heart,UBERON:0000948,http://purl.obolibrary.org/obo/UBERON_0000948,VH_F_Heart
-,#VHFemaleOrgans,VH_F_cardiac_chamber,-,-,-,VH_F_Heart
#VHFHeartV1.1,#VHFemaleOrgans,VH_F_interventricular_septum,interventricular septum,UBERON:0002094,http://purl.obolibrary.org/obo/UBERON_0002094,VH_F_Heart
#VHFHeartV1.1,#VHFemaleOrgans,VH_F_left_cardiac_atrium,left cardiac atrium,UBERON:0002079,http://purl.obolibrary.org/obo/UBERON_0002079,VH_F_Heart
